Offical Number,Release Date (m/d/y),Title,Guest(s),Length,Listens*,Category,Format,Panel,Guest Location,Venue,Link,Description,Notes,Total Number
90,4/4/2019,So What is RT Exactly?,Megan Metzger,27:46:00,"1,625",Politics,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/so-what-is-rt-exactly,"Megan Metzger is a Research Scholar and Associate Director for Research at the Global Digital Policy Incubator (GDPi) Program at Stanford University. Before coming to Stanford, she completed a PhD in Politics at NYU as a member of the Social Media and Political Participation Lab and was a Postdoctoral scholar in Russian Studies at the University of Wisconsin-Madison. Megan’s research is focused on how changes in technology change how individuals and states use and have access to information, and how this affects political behavior. Her current research is primarily focused on the role of RT as a component of Russian state strategies online. (Date: 4/4/2019)",,90
89,3/28/2019,Understanding Conflict Resolution,Sara Cobb,26:32:00,"1,810",Politics,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/understanding-conflict-resolution,"Dr. Sara Cobb has a Ph.D. in Communication (UMASS Amherst) and is the Drucie French Cumbie Chair at the School for Conflict Analysis and Resolution (S-CAR) at George Mason University, where she was, from 2001-2009, the dean/director. In her current role as faculty she teaches and conducts research on the relationship between narrative and conflict. She is also the Director of the Center for the Study of Narrative and Conflict Resolution at S-CAR, which provides a hub for scholarship on narrative approaches to conflict analysis and resolution. She is co-editor of the journal Narrative and Conflict: Explorations in Theory and Practice.  (Date: 3/28/2019)",,89
88,3/21/2019,How to Identify Russian Bots,Joshua Tucker,33:30:00,"1,915",Politics,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/politics1/how-to-identify-russian-bots,"Joshua A. Tucker is Professor of Politics, affiliated Professor of Russian and Slavic Studies, and affiliated Professor of Data Science at New York University. He is the Director of NYU’s Jordan Center for Advanced Study of Russia, a co-Director of the NYU Social Media and Political Participation (SMaPP) laboratory, and a co-author/editor of the award-winning politics and policy blog The Monkey Cage at The Washington Post. He serves on the advisory board of the American National Election Study, the Comparative Study of Electoral Systems, and numerous academic journals, and was the co-founder and co-editor of the Journal of Experimental Political Science. (Date: 3/21/2019)",,88
87,3/14/2019,Making Statistics Reporting Impactful and Interesting ,Liberty Vittert,27:35:00,"1,828",Media,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/media1/making-statistics-reporting-impactful-and-interesting,"Liberty Vittert is currently a Visiting Assistant Professor at Washington University in St. Louis and on leave from her position at the University of Glasgow as the Mitchell Lecturer. Her current statistical research involves using facial shape analysis to help children with facial deformities. Liberty is a regular TV and Radio contributor to many news organizations including BBC, ITV, Channel 4, PBS, and FNC, as well as having her own TV series on STV (ITV). (Date: 3/14/2019)",,87
86,3/7/2019,The U.N. and Statistics ,Stefan Schweinfest,30:08:00,"1,906",Society,Long,"John, Rosemary, Richard",Germany,Zoom,http://statsandstories.net/society1/the-un-and-statistics,"Stefan Schweinfest was appointed Director of the Statistics Division (UNSD/DESA) in July 2014. Under his leadership, the Division compiles and disseminates global statistical information, develops standards and norms for statistical activities including the integration of geospatial, statistical and other information, and supports countries' efforts to strengthen their national statistical and geospatial systems. (Date: 3/7/2019)",,86
85,2/28/2019,Tracking Health Over Time ,Lloyd Edwards,27:28:00,"1,645",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/tracking-health-over-time,"Dr. Lloyd Edwards is Professor and Chair of Biostatistics at the University of Alabama at Birmingham. Dr. Edwards has an extensive background in collaborating with researchers in a broad range of areas in biomedical research, including cardiovascular disease, cystic fibrosis, cancer, aging, pediatrics, and minority health. His primary area of applied statistical research relates to the analysis of longitudinal data. (Date: 2/28/2019)",,85
84,2/21/2019,Multiple Systems Estimations Explained,Megan Price,7:24:00,"1,515",Methods,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/multiple-systems-estimations-explained,"Megan Price is the executive director of the Human Rights Data Analysis Group (HRDAG), and designs strategies and methods for statistical analysis of human rights data for projects in a variety of locations including Guatemala, Colombia, and Syria. She has contributed analyses submitted as evidence in two court cases in Guatemala and has served as the lead statistician and author on three UN reports documenting deaths in Syria. (Date: 2/21/2019)",,84
83,2/14/2019,Mapping Out Disease,Lance Waller,28:18:00,"1,888",Health,Long,"John, Rosemary, Richard",United Kingdom,Zoom,http://statsandstories.net/health1/mapping-out-disease,"Lance A. Waller, Ph.D. is Rollins Professor and former Chair of the Department of Biostatistics and Bioinformatics, Rollins School of Public Health, Emory University. He is a member of the National Academy of Science Board on Mathematical Sciences and Analytics and has served on National Academies Committees on applied and theoretical statistics, cancer near nuclear facilities, geographic assessments of exposures to Agent Orange, and standoff explosive technologies. (Date: 2/14/2019)",,83
82,2/7/2019,How To Become a Data Scientist,Julia Silge,7:17:00,"2,131",Methods,Short,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/how-to-become-a-data-scientist,"Julia Silge is a data scientist at Stack Overflow, with a PhD in astrophysics and an abiding love for Jane Austen. She is both an international speaker and a real-world practitioner focusing on data analysis and machine learning practice. She is the author of Text Mining with R, with her coauthor David Robinson. She loves making beautiful charts and communicating about technical topics with diverse audiences. (Date: 1/17/2019)",,82
81,1/31/2019,Getting Health and Science Reporting Right,Christie Aschwanden,25:58:00,"1,788",Health,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/health1/getting-health-and-science-reporting-right,"Christie Aschwanden is the author of GOOD TO GO: What the Athlete in All of Us Can Learn from the Strange Science of Recovery and the lead science writer at FiveThirtyEight. Her new podcast, Emerging Form  launches in mid-February. Find her on Twitter @CragCrest. (Date: 1/30/2019)",,81
80,1/24/2019,The Best Way to Rank Everyone,Mark Glickman,8:53:00,"1,755",Methods,Short,"John, Richard",United Kingdom,Zoom,http://statsandstories.net/methods/the-best-way-to-rank-everyone,"Mark Glickman, a Fellow of the American Statistical Association, is Senior Lecturer on Statistics at Harvard University, and Senior Statistician at the Center for Healthcare Organization and Implementation Research, a VA Center of Innovation.  He is well-known for his work in games and sports, having created the Glicko and Glicko-2 rating systems that are widely used in online gaming.  (Date: 10/18/2018)",,80
79,1/17/2019,Analyzing Art Through Text Mining,Julia Silge,28:41:00,"1,899",Methods,Long,"John, Rosemary, Richard",United States,Zoom,http://statsandstories.net/methods/analyzing-art-through-text-mining,"Julia Silge is a data scientist at Stack Overflow, with a PhD in astrophysics and an abiding love for Jane Austen. She is both an international speaker and a real-world practitioner focusing on data analysis and machine learning practice. She is the author of Text Mining with R, with her coauthor David Robinson. She loves making beautiful charts and communicating about technical topics with diverse audiences. (Date: 1/17/2019)",,79
